1.54E-08,1,1.64E-08,2.70E-08,,,6.50E+07,nan,6.10E+07,3.40E+07
2.50E-07,1.25E-05,1.00E-06,5.00E-06,,,4.00E+06,8.00E+04,1.00E+06,2.00E+05
2.50E-07,2.22E-06,1.00E-06,5.00E-06,,,4.00E+06,4.50E+05,1.00E+06,2.00E+05
5.00E-06,4.00E-05,5.88E-06,5.00E-06,,,2.00E+05,2.50E+04,1.70E+05,2.00E+05
6.67E-07,4.17E-05,2.00E-07,5.00E-06,,,1.50E+06,2.50E+04,5.00E+06,2.00E+05
6.67E-07,1.25E-05,2.00E-07,5.00E-06,,,1.50E+06,8.00E+04,5.00E+06,2.00E+05
