,avidity,ligand,IgID,DC-human-Phe_activity,DC-human-Phe_Lbnd,DC-human-Val_activity,DC-human-Val_Lbnd,MO-human-Phe_activity,MO-human-Phe_Lbnd,NK-human-Phe_activity,NK-human-Phe_Lbnd,MO-human-Val_activity,MO-human-Val_Lbnd,NK-murine_activity,NK-murine_Lbnd,NK-human-Val_activity,NK-human-Val_Lbnd,DC-murine_activity,DC-murine_Lbnd,MO-murine_activity,MO-murine_Lbnd
37,8,1e-09,1,1.2595012635964704e-06,55.68815553689096,1.2595012635964704e-06,55.68815553689096,1.2595012635964704e-06,55.68815553689096,1.2595012635964704e-06,55.68815553689096,1.2595012635964704e-06,55.68815553689096,1.2595012635964704e-06,55.68815553689096,1.2595012635964704e-06,55.68815553689096,1.2595012635964704e-06,55.68815553689096,1.2595012635964704e-06,55.68815553689096
38,8,1e-09,2,1.0812922863470985e-06,47.77070963165358,1.0812922863470985e-06,47.77070963165358,1.0812922863470985e-06,47.77070963165358,1.0812922863470985e-06,47.77070963165358,1.0812922863470985e-06,47.77070963165358,1.0812922863470985e-06,47.77070963165358,1.0812922863470985e-06,47.77070963165358,1.0812922863470985e-06,47.77070963165358,1.0812922863470985e-06,47.77070963165358
39,8,1e-09,3,1.8194957065335405e-13,8.000000175549563e-06,1.8194957065335405e-13,8.000000175549563e-06,1.8194957065335405e-13,8.000000175549563e-06,1.8194957065335405e-13,8.000000175549563e-06,1.8194957065335405e-13,8.000000175549563e-06,1.8194957065335405e-13,8.000000175549563e-06,1.8194957065335405e-13,8.000000175549563e-06,1.8194957065335405e-13,8.000000175549563e-06,1.8194957065335405e-13,8.000000175549563e-06
40,8,1e-09,4,1.8165898195328218e-07,7.9936132844911665,1.8165898195328218e-07,7.9936132844911665,1.8165898195328218e-07,7.9936132844911665,1.8165898195328218e-07,7.9936132844911665,1.8165898195328218e-07,7.9936132844911665,1.8165898195328218e-07,7.9936132844911665,1.8165898195328218e-07,7.9936132844911665,1.8165898195328218e-07,7.9936132844911665,1.8165898195328218e-07,7.9936132844911665
41,8,1e-09,5,3.637845404298778e-08,1.5997520747608691,3.637845404298778e-08,1.5997520747608691,3.637845404298778e-08,1.5997520747608691,3.637845404298778e-08,1.5997520747608691,3.637845404298778e-08,1.5997520747608691,3.637845404298778e-08,1.5997520747608691,3.637845404298778e-08,1.5997520747608691,3.637845404298778e-08,1.5997520747608691,3.637845404298778e-08,1.5997520747608691
42,8,1e-09,6,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842
43,8,1e-09,7,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842
44,8,1e-09,8,1.8165898195328218e-07,7.9936132844911665,1.8165898195328218e-07,7.9936132844911665,1.8165898195328218e-07,7.9936132844911665,1.8165898195328218e-07,7.9936132844911665,1.8165898195328218e-07,7.9936132844911665,1.8165898195328218e-07,7.9936132844911665,1.8165898195328218e-07,7.9936132844911665,1.8165898195328218e-07,7.9936132844911665,1.8165898195328218e-07,7.9936132844911665
45,8,1e-09,9,3.637845404298778e-08,1.5997520747608691,3.637845404298778e-08,1.5997520747608691,3.637845404298778e-08,1.5997520747608691,3.637845404298778e-08,1.5997520747608691,3.637845404298778e-08,1.5997520747608691,3.637845404298778e-08,1.5997520747608691,3.637845404298778e-08,1.5997520747608691,3.637845404298778e-08,1.5997520747608691,3.637845404298778e-08,1.5997520747608691
46,8,1e-09,10,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842
47,8,1e-09,11,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842,3.627376341516763e-07,15.974449230608842
